"Data Source","World Development Indicators",

"Last Updated Date","2015-07-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Gambia, The","GMB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204","457","812","1442","3096","4734","5048","5307","5600","55085","100000","149300","175000","247478","404345","800371","1166136","1312874","1478347","1401163","1526191","1848854","2283691",
"Guinea-Bissau","GNB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1275","39451","98825","157330","296223","500156","560345","677365","732634","1049193","939909","1108297",
"Equatorial Guinea","GNQ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","300","297","600","5000","15000","32000","41500","61900","96900","120000","150000","180000","200000","399290","478860","501077","510783","516540",
"Greece","GRC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48000","153000","273000","532000","937700","2047000","3904000","5932403","7963742","9314260","8936202","9324335","10260396","10979826","12294912","13799340","13295093","12292716","12127985","13360280","12999790","12793423",
"Grenada","GRD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","147","181","282","350","400","570","976","1410","2012","4300","6414","7553","42293","43313","46858","46193","51381","60022","114424","121946","120855","129912","133000","134500",
"Greenland","GRL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171","438","964","2052","4122","6481","8899","13521","15114","15882","19924","29749","39033","46480","53900","66400","55816","53468","57349","58742","59455","60400","60800",
"Guatemala","GTM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","293","1221","2141","2990","10462","29999","43421","64194","111445","337800","856831","1146441","1577085","2034776","3168256","4510067","7178745","11897563","14948640","17307459","18067970","19479105","20787080","21716357","16911811",
"Guam","GUM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","867","1301","1907","4098","4965","5803","5673","12837","20000","27200","32600","70500","79800","98000","","","","","","","","","","",
"Guyana","GUY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","841","1029","1251","1243","1200","1400","1454","2815","39830","75320","79400","137955","171656","281368","400000","538774","447769","488533","560397","528757","547047","555035","566905",
"High income","HIC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","23482","63585","101509","148855","317502","748600","1433602","2506944","4255983","7217942","10903540","15652057","22020041","31751762","50301857","80009040","125697940","180122613","260686991","385716733","543374164","648689854","723326858","813762084","937660300","1083119668","1222173519","1358442787","1456013588","1536338943","1579345300","1603063461","1649678708","1693127096","1722706367",
"Hong Kong SAR, China","HKG","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1000","4400","10000","28060","51280","89193","133912","189664","233324","290843","484823","798373","1361861","2229862","3174369","4275048","5447346","5776360","6395725","7349202","8213959","8544255","9444140","10751622","11580149","12597171","13793729","15292924","16387536","17098440","17371999",
"Honduras","HND","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2311","14427","34896","78588","155271","237629","326508","379362","707201","1281462","2240756","4184834","6210711","8390755","9505071","8062229","7370034","7767235","7725092",
"Heavily indebted poor countries (HIPC)","HPC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","295","2996","6606","15197","43020","115494","288202","653789","1319083","2870156","5296669","8557919","14370505","22563846","34661619","59063690","96948361","147770799","189207562","235202000","293170333","341037822","392586688","443110854",
"Croatia","HRV","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","240","2019","6320","11382","21664","33688","64943","120420","182500","295000","1033000","1755000","2312600","2537300","2835500","3649700","4395200","5034582","4554777","4675017","4928352","5115140","4971351","4721015","4461352",
"Haiti","HTI","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","25000","55000","91500","140000","320000","400000","500200","1200000","2500000","3200000","3648000","4000000","4200000","6094947","7160200","6769312",
"Hungary","HUN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2645","8477","23292","45712","143000","265000","473100","705786","1070154","1628153","3076279","4967430","6886111","7944586","8727188","9320000","9965720","11029930","12224163","11792475","12011823","11689937","11579425","11590326","11726491",
"Indonesia","IDN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","4531","6321","9008","12928","18096","24528","35546","53438","78024","210643","562517","916173","1065820","2220969","3669327","6520947","11700000","18495251","30336607","46909972","63803015","93386881","140578243","163676961","211290235","249805619","281963665","313226914","319000000",
"Isle of Man","IMN","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76680","327967","881839","1195400","1884311","3577095","6540000","13000000","33690000","52220000","90140000","166050000","233620000","346890000","525090000","752190000","893862478","864720917","886304245","944008677",
"Not classified","INX","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","300","1500","3475","6300","13579","25000","32000","44000","61100","88000","158000","288600","545000","946000","1677000","2461000","2970000","3000000","3500000","3860000","4270000","4690135","4970719","5048127","4704497","4701474","4906352","4905944","4880104","4876384",
"Iran, Islamic Rep.","IRN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9200","15902","59967","238942","389974","490478","962595","2087353","2279143","3449876","5075678","8510513","15385289","29770000","43000000","52555000","54051764","56043006","58157539","65246219","68891151",
"Iraq","IRQ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20000","80000","574000","1533000","9345371","14021232","17529000","20116876","23264408","25519000","26756000","32450000","33000000",
"Iceland","ISL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","2642","5008","6519","7893","10010","12889","15251","17409","21845","30883","46805","65368","104280","172614","214896","248131","260438","279670","290068","283108","301922","326098","336922","339715","341077","344085","352114","356264","370047",
"Israel","ISR","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15240","23000","36104","64484","133425","445456","1047582","1672442","2147000","2880000","4400000","5500621","6300008","6618367","7221955","7757000","8403765","8902000","8982000","9022000","9111000","9200000","9225000","9500000","9500000",
"Italy","ITA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","6415","9044","16534","33609","66070","266000","568000","783000","1207175","2240000","3923000","6422000","11737904","20489000","30296000","42246000","51246000","54200000","56770000","62750000","71500000","80418000","89801000","90341000","90032886","93666088","96040913","97188624","96863107","94200000",
"Jamaica","JAM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2447","7628","15221","26106","45138","54640","65995","78624","144388","366952","597826","1244976","1576360","1837552","1981464","2274650","2684331","2723323","2956061","3181995","2945395","2714938","2846196","2880589",
"Jordan","JOR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1439","1462","1462","1456","1446","11840","24113","45037","82429","118417","388949","865627","1219597","1325313","1624110","3137700","4343100","4771641","5313564","6014366","6620000","7482561","8984252","10313976","11092484",
"Japan","JPN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","13275","19804","27198","40392","61800","95131","150773","242888","489558","868078","1378108","1712545","2131367","4331369","11712137","26906511","38253893","47307592","56845594","66784374","74819158","81118324","86655000","91474000","96484000","99826000","107339000","110394996","116295378","123287125","132761125","141129280","147887593","152695677",
"Kazakhstan","KAZ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","400","4600","9798","11202","29700","49500","197300","582000","1027000","1330730","2447000","5398000","7775737","12322676","14910573","17063200","19402600","25240800","30235400","30364900","28003000",
"Kenya","KEN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1100","1162","1990","2279","2826","6767","10756","23757","127404","600000","1187122","1590785","2546157","4611970","7340317","11349412","16303573","19364559","24968891","28080771","30731754","31830003","33632631",
"Kyrgyz Republic","KGZ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1350","2574","9000","27000","53084","138279","263375","541652","1261757","2168329","3394016","4487123","5275477","6277108","6797852","6737487","7563444",
"Cambodia","KHM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4810","10239","14100","23098","33556","61345","89117","130547","223458","380000","498388","861500","1062000","1721650","2583318","4237000","6268000","8150764","13757000","19105115","20264514","23900000",
"Kiribati","KIR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","200","300","395","495","526","615","650","700","750","1000","9907","10595","13788","16000","17000","18100",
"St. Kitts and Nevis","KNA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","300","205","440","700","1200","2100","5000","22000","29000","51000","51000","64500","74500","75500","80000","77000","76000","77000","76600",
"Korea, Rep.","KOR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","","","7090","10255","20353","39718","80005","166108","271927","471784","960258","1641293","3180989","6878786","14018612","23442724","26816398","29045596","32342493","33591758","36586052","38342323","40197115","44369165","45606984","47944222","50767241","52506793","53624427","54680840","57207957",
"Kosovo","","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","8200","14300","17500","22500","20735","43000","51000","64311","85195","117609","151063","210000","250000","300000","476000","877920","1227000","1420000","1774567","1382084","1179573","1426395","1499912","2618413","3979145","4934160","5100000","6410000","7600000",
"Latin America & Caribbean (developing only)","LAC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","8500","69852","183013","390541","648917","1390136","2575367","4645680","8741035","14788356","28958766","46392361","63753166","79408910","101154704","139838012","190625645","236892283","296357993","362981783","407182978","457708571","508481271","535794969","571113827","581162415",
"Lao PDR","LAO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290","340","625","1539","3790","4915","6453","12078","12681","29545","55160","112275","204191","657528","1009565","1478409","2022133","3234642","4003395","5480851","4300000","4612612","4618586",
"Lebanon","LBN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","120000","198000","373900","505300","627000","743000","766754","775104","795460","884445","993557","1106431","1260000","1427000","2390317","2863664","3456650","3755169","3884757","4387275",
"Liberia","LBR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","2000","5000","47250","94370","160000","280000","563000","854627","1085062","1571308","2020637","2379900","2550775","3225258",
"Libya","LBY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10000","20000","30000","40000","50000","70000","127000","500000","2000000","3927562","4500000","7379115","9534091","10900000","10000000","9587000","10235300","10075600",
"St. Lucia","LCA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","524","1000","1400","1600","1900","2300","2500","2700","14313","99000","101000","105656","105600","147000","175045","189738","198212","216530","216000","212000","188351",
"Latin America & Caribbean (all income levels)","LCN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","3917","12000","30971","125486","297650","647522","1135572","2255194","3928099","6646840","12754452","21248433","40120477","63763645","84724348","101573193","126293903","174797178","240755475","306543468","382504293","460635973","514253770","573251429","631196030","665852714","704556130","713608783",
"Least developed countries: UN classification","LDC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2294","13415","26882","52648","94848","181444","407074","768181","1758210","3612166","6952327","11995771","20486278","36967983","68334586","117800567","172994730","216530130","283176889","365697298","430482404","506106256","580105140",
"Low income","LIC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","204","5662","12912","33579","59433","108314","254500","574495","1245675","2417083","4162413","7661890","12101375","18194562","31710737","56718549","90007931","118288667","160819125","211629150","255192765","304520198","351032646",
"Liechtenstein","LIE","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","7500","9000","10000","11000","11402","25000","25500","27503","28755","32013","34000","35000","35500","36970","36080","38427","38800",
"Sri Lanka","LKA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1010","1800","2644","14687","29182","51316","71029","114888","174202","256655","430202","667662","931403","1393403","2211158","3361775","5412496","7983489","11082454","16305417","17359312","18319447","19332844","20315150","22123000",
"Lower middle income","LMC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","4531","9008","12134","17247","26303","76944","124787","231992","398030","1049439","2341612","4209971","5903045","11236610","24412163","45942614","73130523","122296943","197649988","322582568","536562110","788482635","1109160451","1426704468","1816623017","2113646244","2214002100","2333469138","2470833742",
"Low & middle income","LMY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","16534","38326","71973","135129","306575","624446","1225113","2411570","5209333","10733407","19341553","34828366","57407183","105262867","194776975","312281846","440921436","601230453","823291660","1122148228","1522401300","2009684082","2572056453","3099259852","3718424699","4290364630","4615454142","4972810176","5242403076",
"Lesotho","LSO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1262","3500","9831","12000","21600","57000","137953","125950","196213","249786","357913","482455","593216","661000","987448","1232354","1544815","1790295","2137330",
"Lithuania","LTU","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","267","1242","4512","14795","50973","165337","267615","332000","524000","1017999","1645568","2102207","3051160","4353447","4718215","4912077","5022638","4961499","4890979","4938000","4997265","4565976","4423483",
"Luxembourg","LUX","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","40","292","375","542","665","824","1139","1120","5082","12895","26838","45000","67208","130500","209190","303274","409064","473000","539000","470000","510000","713000","684500","707000","720000","727000","764973","761314","788371","796400",
"Latvia","LVA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1027","3800","8364","15003","28500","77100","167460","274344","401272","656835","917196","1219550","1536712","1871602","2183696","2217008","2298610","2303600","2306100","2309000","2630873","2558000","2535000",
"Macao SAR, China","MAC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1356","2232","4847","10513","15135","21445","35881","44788","52845","82114","118101","141052","194475","276138","364031","432450","532758","636347","794323","932596","1037380","1122261","1353194","1613457","1722245","1856453",
"St. Martin (French part)","MAF","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","60","105","700","904","1500","3217","6725","13794","29511","42942","74472","116645","369174","2342000","4771739","6198670","7359870","9336878","12392805","16004731","20029300","22815694","25310761","31982279","36553943","39016336","42423794","44114534",
"Monaco","MCO","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1150","2559","3005","5400","7200","11474","13080","13927","14302","14874","15081","15750","17191","18307","20400","22000","23000","23414","31789","33195","35464","33675",
"Moldova","MDA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","920","2200","7000","18000","139000","225000","338225","475942","787000","1089800","1358152","1882830","2423416","2136409","2550592","3217261","3584283","3696834","3738125",
"Madagascar","MDG","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","1300","2300","4100","12784","35752","63094","147500","163010","283666","333888","510269","1045888","2217612","4835239","6283799","7711721","8680772","8778600","8461120","9008947",
"Maldives","MDV","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","1290","1606","2926","7638","18894","41899","66466","113246","203620","271053","313539","435627","457770","494351","530449","560547","625161","665818",
"Middle East & North Africa (all income levels)","MEA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","2330","3564","4936","7976","20756","33793","39447","58750","103858","155184","191885","269134","413526","973700","2039078","3541826","5074447","7500527","14393980","24207675","33593657","44399317","62657237","98356936","143764621","203234506","251627983","308984167","354183384","387335332","415289041","445830806","453632558",
"Mexico","MEX","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","8500","63926","160898","312647","386132","569251","688513","1021900","1740814","3349475","7731635","14077880","21757559","25928266","30097700","38451135","47128746","55395461","66559462","75303469","83193574","91383493","94583253","100727228","103761704","102187895",
"Marshall Islands","MHL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280","264","365","466","345","443","447","489","552","598","644","660","","","","","","","","","15500",
"Middle income","MIC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","16534","38326","71973","135129","306575","624446","1224909","2405908","5196421","10699828","19282120","34720052","57152683","104688372","193531300","309864763","436759023","593568563","811190285","1103953666","1490690563","1952965533","2482048522","2980971185","3557605574","4078735480","4360261377","4668289978","4891370430",
"Macedonia, FYR","MKD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1058","12362","30087","48733","115748","223275","365346","776000","985600","1131006","1263841","1794433","1967531","1943216","2153425","2213223","2235460","2237250","2300305",
"Mali","MLI","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1187","2842","4473","6387","10398","23997","45974","247223","406861","761986","1512948","2530891","3438568","4460543","7440383","10821930","14612835","19749371","23498425",
"Malta","MLT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2280","3500","5300","7500","10791","12500","17691","22531","37541","114444","239416","276859","289992","306067","323980","346771","368530","385636","422083","455579","521748","532228","556652","546214",
"Myanmar","MMR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","643","1920","2766","7260","8492","8516","11389","13397","22671","47982","66517","92452","128700","214214","247641","367388","502005","594000","1243619","3729617","6832380","26575713",
"Middle East & North Africa (developing only)","MNA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","2911","3527","4955","7766","13482","17897","27278","44059","200747","359511","845233","1278498","2275258","6110957","12351259","17235061","24446759","38549390","67378454","104969989","151525888","189313083","234064131","269787686","298146900","323653857","349058638","354602246",
"Montenegro","MNE","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","483766","543220","643681","900000","1158032","1294167","1170000","1159112","990869","993902","1013296",
"Mongolia","MNG","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","900","2000","9032","34562","154600","195000","216000","319000","428695","557207","774900","1194583","1763178","2249023","2510470","2942313","3375205","3525678","3027243",
"Northern Mariana Islands","MNP","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","732","765","1200","","","","2905","3000","13200","17137","18619","20474","","","","","","","","","","",
"Mozambique","MOZ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2500","6725","12243","51065","152652","254759","435757","708000","1503943","2339317","3079783","4405006","5970781","7224176","7855345","8804986","12401290","18444219",
"Mauritania","MRT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15300","110463","247238","350954","522400","745615","1060122","1413967","2091992","2182249","2776050","3314767","4025478","3988195","3753330",
"Mauritius","MUS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2200","2500","2912","4037","5706","11735","20843","42515","60448","102119","180000","272416","347532","462405","547745","656828","772395","928622","1033300","1086748","1190900","1294100","1485800","1533600","1652000",
"Malawi","MWI","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","382","3700","7000","10500","22500","49000","55730","86047","135114","222135","421163","620163","1050852","1507684","2485646","3117364","3951572","4646894","5290044","5132514",
"Malaysia","MYS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","","10817","17411","27302","39419","86620","130000","200573","340022","571720","1005066","1520320","2000000","2200000","2990000","5121748","7385000","9053000","11124000","14611000","19545000","19463722","23347000","27713000","30144000","33858700","36661300","41324700","43005000","44928600",
"North America","NAC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","","","","91600","352213","741825","1329219","2272074","3854867","5867933","8334419","12061300","17345843","26005327","36381765","47548751","59517569","74567893","92970841","118218031","139162333","153702000","173968000","199888000","220769320","248409200","269646400","283471500","298179900","311031600","324244000","332649000","339152300","346983291",
"Namibia","NAM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3500","6644","12500","19500","30000","82000","106600","150000","223671","286095","448857","608846","800270","1052000","1631576","1950072","2194495","2146833","2727913","2670983",
"New Caledonia","NCL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","825","2060","5198","13040","25450","49948","67917","80000","97113","116443","134265","155000","176350","196474","209595","220811","227310","231000","240500","243100",
"Niger","NER","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","1349","2192","2056","2126","57541","82365","172421","323853","483000","900000","1897628","2599000","3668625","4742879","5395540","7006300","8236400",
"Nigeria","NGA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9049","12800","13000","14000","15000","20000","25000","30000","266461","1569050","3149473","9147209","18587000","32322202","40395611","62988492","74518264","87297789","95167308","112777785","127246092","138960320",
